age,service_tenure_years,distance_from_home_station_km,num_dependents,rank,rank_encoded,unit_type,unit_type_encoded,deployment_theatre,deployment_theatre_encoded,deployment_duration_days,posting_transfer_count_last_2yrs,unit_manning_shortfall_pct,promotion_stagnation_years,commute_transit_days,duty_hours_daily,rest_hours_daily,overtime_hours_monthly,night_shift_frequency_monthly,consecutive_night_duty_days,overtime_flag,daily_workload_score,training_hours_last_year,leave_backlog_days,days_since_last_leave,leave_days_last_90d,absenteeism_hours_last_year,family_separation_months,conduct_flag,satisfaction_score,work_life_balance_score,stress_score,sleep_quality_score,fatigue_score,social_support_score,emotional_wellbeing_score,body_mass_index,annual_fitness_grade,annual_fitness_grade_encoded,fitness_trend_score,stagnation_per_tenure_ratio,transit_separation_burden,manning_training_ratio,transfer_tenure_friction,manning_absenteeism_load,training_vs_unit_median,absenteeism_vs_rank_median,welfare_risk_level_encoded,welfare_risk_level
31,2.1,15.7,0,ASI,2,General Duty (GD),0,North-East (Counter-Insurgency),3,627,0,17.8,2.1,4,8,8,34,7,6,1,11.3,26,21,130,5,2,4,1,3.9,3.0,3.5,8.8,7.2,4.0,4.2,30.0,SHAPE-2,1,0,0.677,6.44,0.574,0.0,0.36,-1.0,-6.0,1,Medium
30,8.9,62.9,0,Sub-Inspector,3,General Duty (GD),0,Border Outpost (LoC/IB),2,517,2,16.2,4.3,5,12,7,0,8,11,0,6.2,6,36,142,0,2,3,0,3.4,4.0,8.1,5.1,7.6,3.2,2.5,18.0,SHAPE-1,0,0,0.434,6.93,1.473,0.202,0.32,-21.0,-6.0,1,Medium
37,5.9,22.6,0,Head Constable,1,Signal & IT Wing,3,Static Security / VIP,1,623,0,11.9,5.9,3,12,8,15,10,10,1,6.0,11,24,97,4,149,10,0,1.0,4.0,5.3,5.6,6.5,2.9,3.0,24.2,SHAPE-2,1,-1,0.855,7.19,0.744,0.0,17.73,-17.0,141.0,1,Medium
40,4.9,62.5,0,Assistant Commandant,5,General Duty (GD),0,Border Outpost (LoC/IB),2,269,2,19.7,4.9,5,12,9,31,13,6,1,10.0,0,26,167,3,2,15,0,2.3,2.9,3.9,7.5,3.7,3.7,3.6,20.9,SHAPE-1,0,1,0.831,13.86,3.94,0.339,0.39,-27.0,-6.0,1,Medium
43,14.4,65.4,0,ASI,2,General Duty (GD),0,Border Outpost (LoC/IB),2,157,4,19.9,4.8,2,10,6,0,4,6,0,8.6,54,16,153,6,8,10,0,2.9,2.9,6.8,6.0,6.6,4.8,3.0,32.5,SHAPE-1,0,0,0.312,4.8,0.337,0.26,1.59,27.0,0.0,0,Low
38,13.7,83.5,1,Head Constable,1,Signal & IT Wing,3,Border Outpost (LoC/IB),2,542,1,10.6,8.0,2,8,5,0,10,3,0,7.0,16,30,84,2,8,4,0,3.3,2.1,4.8,3.4,3.5,4.2,4.1,29.0,SHAPE-1,0,0,0.544,3.22,0.505,0.068,0.85,-12.0,0.0,0,Low
36,4.0,30.5,2,Constable,0,Rapid Action Force (RAF),1,Static Security / VIP,1,354,1,14.1,3.6,3,10,10,0,6,5,0,6.0,66,35,115,8,154,6,0,3.0,3.0,6.7,5.2,4.4,3.0,3.9,24.6,SHAPE-1,0,2,0.72,5.84,0.199,0.2,21.71,38.0,146.0,0,Low
37,9.5,42.1,0,Constable,0,Medical & Logistics,4,J&K (CI/Ops),4,336,2,14.8,7.1,5,12,7,0,5,11,0,7.3,51,43,166,1,3,3,0,2.1,2.9,6.3,5.2,8.3,4.0,2.0,27.8,SHAPE-3,2,1,0.676,6.93,0.264,0.19,0.44,23.0,-5.0,1,Medium
31,2.0,23.1,0,Constable,0,Rapid Action Force (RAF),1,Border Outpost (LoC/IB),2,555,1,33.3,2.0,3,10,7,0,9,12,0,6.0,26,44,159,4,16,17,0,2.0,2.0,4.1,3.5,4.4,3.5,4.2,23.9,SHAPE-1,0,0,0.667,8.67,1.074,0.333,5.33,-2.0,8.0,2,High
28,17.0,55.9,2,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,539,3,18.6,2.5,5,10,5,33,12,12,1,16.0,31,19,280,4,16,10,0,2.4,3.0,5.6,6.0,4.8,1.6,3.2,22.9,SHAPE-1,0,-2,0.139,11.99,0.517,0.167,2.98,4.0,8.0,2,High
37,4.1,35.2,1,Constable,0,General Duty (GD),0,Peace / Training Center,0,553,0,11.7,3.0,4,10,8,0,5,10,0,8.7,36,24,102,3,85,10,0,4.0,2.8,5.2,7.3,7.1,2.8,4.2,28.1,SHAPE-3,2,2,0.588,9.59,0.285,0.0,9.94,9.0,77.0,1,Medium
36,16.3,100.0,4,Constable,0,Signal & IT Wing,3,Static Security / VIP,1,176,1,17.4,3.3,4,10,8,0,13,6,0,9.1,11,14,96,6,24,6,0,2.9,2.8,7.0,6.5,3.6,4.1,3.6,38.9,SHAPE-3,2,-1,0.191,7.78,1.088,0.058,4.18,-17.0,16.0,0,Low
37,10.2,60.1,1,Constable,0,Medical & Logistics,4,LWE / Bastar (Anti-Naxal),5,72,0,11.8,5.9,1,12,9,0,7,9,0,6.0,39,37,139,0,143,8,0,4.0,3.0,4.8,3.7,5.3,3.9,2.0,32.4,SHAPE-1,0,0,0.527,2.2,0.268,0.0,16.87,11.0,135.0,1,Medium
39,11.5,100.0,1,Constable,0,General Duty (GD),0,North-East (Counter-Insurgency),3,622,2,15.7,4.8,3,8,8,0,10,5,0,9.5,3,40,110,5,8,5,0,1.5,3.2,4.1,4.8,4.2,3.6,2.2,25.8,SHAPE-1,0,-1,0.384,5.38,1.962,0.16,1.26,-24.0,0.0,1,Medium
51,12.6,75.1,2,Constable,0,General Duty (GD),0,North-East (Counter-Insurgency),3,366,1,13.8,6.0,4,10,9,0,7,8,0,7.2,30,34,171,5,75,6,0,3.2,2.0,6.0,6.4,2.5,3.9,1.9,23.0,SHAPE-2,1,1,0.441,7.78,0.394,0.074,10.35,3.0,67.0,1,Medium
27,9.7,53.9,1,Constable,0,CoBRA Strike Unit,5,Static Security / VIP,1,633,0,12.1,2.4,1,12,7,0,11,7,0,7.1,13,32,93,4,137,8,0,4.0,1.9,2.9,9.0,6.8,4.1,3.0,25.8,SHAPE-1,0,0,0.224,2.2,0.672,0.0,16.58,-15.0,129.0,0,Low
23,11.2,43.7,0,Constable,0,Signal & IT Wing,3,North-East (Counter-Insurgency),3,647,1,11.3,5.7,4,8,7,0,11,7,0,7.1,70,13,161,0,89,4,0,3.2,2.9,6.8,6.6,1.5,4.0,3.5,30.7,SHAPE-1,0,-1,0.467,6.44,0.151,0.082,10.06,42.0,81.0,0,Low
38,18.2,61.7,0,Assistant Commandant,5,General Duty (GD),0,J&K (CI/Ops),4,286,0,8.6,2.0,2,10,6,48,11,17,1,8.5,12,42,52,2,8,8,0,3.3,2.0,6.1,3.8,5.8,4.2,4.3,30.3,SHAPE-3,2,0,0.104,4.39,0.506,0.0,0.69,-15.0,0.0,2,High
33,7.0,4.7,2,Constable,0,CoBRA Strike Unit,5,North-East (Counter-Insurgency),3,295,1,17.8,4.2,3,10,10,0,9,6,0,6.0,0,43,249,8,0,2,0,2.0,2.0,4.8,6.8,3.4,4.8,3.8,31.1,SHAPE-2,1,2,0.525,3.3,3.56,0.125,0.0,-28.0,-8.0,0,Low
39,9.5,40.7,0,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,143,3,24.5,4.4,5,10,7,0,12,7,0,6.7,60,35,96,0,8,14,0,3.8,3.0,6.8,5.8,3.9,3.2,4.1,29.4,SHAPE-1,0,0,0.419,13.54,0.377,0.286,1.96,33.0,0.0,1,Medium
29,10.1,41.8,0,ASI,2,CoBRA Strike Unit,5,Static Security / VIP,1,90,1,15.2,4.8,4,10,6,53,8,10,1,6.0,29,14,61,3,3,5,0,3.0,3.0,2.8,7.8,5.8,2.9,3.8,27.0,SHAPE-4,3,-2,0.432,7.17,0.447,0.09,0.46,1.0,-5.0,1,Medium
47,24.1,97.2,0,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,447,1,11.5,3.3,3,10,8,0,4,5,0,6.0,43,48,267,6,3,11,0,4.0,3.1,4.4,8.6,2.5,4.0,4.3,23.4,SHAPE-1,0,0,0.131,7.45,0.24,0.04,0.34,16.0,-5.0,0,Low
37,6.8,4.7,2,Constable,0,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,379,2,9.1,2.1,5,14,7,47,9,3,1,9.5,22,60,243,0,70,12,0,2.0,3.1,7.9,7.0,7.8,3.1,2.9,31.1,SHAPE-1,0,0,0.269,12.82,0.337,0.256,6.37,-5.0,62.0,2,High
52,32.7,9.5,3,ASI,2,CoBRA Strike Unit,5,J&K (CI/Ops),4,423,0,12.6,2.7,3,10,7,0,8,8,0,6.0,69,23,157,5,8,10,0,3.9,3.1,5.6,8.8,7.4,2.8,3.2,24.2,SHAPE-1,0,-2,0.08,7.19,0.17,0.0,1.01,41.0,0.0,1,Medium
39,20.8,100.0,2,Constable,0,CoBRA Strike Unit,5,LWE / Bastar (Anti-Naxal),5,260,2,23.8,2.4,4,12,7,0,11,9,0,7.3,39,24,135,6,110,18,0,1.0,2.9,4.1,8.0,5.5,3.5,4.8,24.2,SHAPE-1,0,1,0.11,11.78,0.541,0.092,26.18,11.0,102.0,1,Medium
33,3.1,54.5,4,Sub-Inspector,3,General Duty (GD),0,Peace / Training Center,0,474,0,11.8,3.1,2,10,4,0,7,4,0,6.6,0,24,137,2,2,9,0,2.3,2.0,3.1,4.9,4.4,3.0,2.9,28.3,SHAPE-1,0,-1,0.756,4.61,2.36,0.0,0.24,-27.0,-6.0,1,Medium
33,3.1,66.2,1,Head Constable,1,General Duty (GD),0,Peace / Training Center,0,46,0,6.5,2.0,4,10,5,0,6,11,0,8.6,0,27,236,5,24,10,0,2.6,3.0,5.8,4.5,3.7,2.7,3.1,22.2,SHAPE-3,2,-2,0.488,9.59,1.3,0.0,1.56,-27.0,16.0,2,High
30,2.0,17.4,1,Head Constable,1,CoBRA Strike Unit,5,North-East (Counter-Insurgency),3,189,1,12.8,2.0,5,12,6,0,11,6,0,7.9,42,25,179,5,48,7,0,3.5,3.0,6.5,7.5,6.0,3.3,1.8,33.7,SHAPE-2,1,0,0.667,10.4,0.272,0.333,6.14,14.0,40.0,1,Medium
38,3.8,45.3,1,ASI,2,CoBRA Strike Unit,5,Border Outpost (LoC/IB),2,366,2,16.4,2.1,4,10,6,0,12,5,0,8.2,21,20,49,4,0,3,0,4.0,3.0,4.6,4.1,4.5,3.3,3.8,25.1,SHAPE-1,0,0,0.438,5.55,0.631,0.417,0.0,-7.0,-8.0,0,Low
37,18.3,64.9,0,Constable,0,VIP Security Wing,2,LWE / Bastar (Anti-Naxal),5,531,1,12.4,4.1,1,12,9,0,11,10,0,6.8,1,30,145,4,3,15,0,1.5,3.0,5.8,8.1,3.2,2.8,2.0,30.8,SHAPE-3,2,-2,0.212,2.77,2.067,0.052,0.37,-28.0,-5.0,1,Medium
37,18.2,61.8,0,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,375,2,19.8,3.3,2,10,6,0,7,9,0,6.9,34,20,175,4,1,12,0,2.0,3.0,1.9,6.2,5.1,2.9,2.7,30.7,SHAPE-1,0,0,0.172,5.13,0.508,0.104,0.2,7.0,-7.0,1,Medium
50,19.8,100.0,1,ASI,2,Rapid Action Force (RAF),1,LWE / Bastar (Anti-Naxal),5,269,2,21.6,2.5,5,12,7,22,6,6,1,6.0,33,9,169,6,8,12,0,1.0,2.8,4.5,4.0,4.8,2.7,3.0,23.0,SHAPE-1,0,0,0.12,12.82,0.568,0.096,1.73,5.0,0.0,1,Medium
39,8.2,31.0,0,Sub-Inspector,3,General Duty (GD),0,J&K (CI/Ops),4,342,0,6.6,3.8,3,8,4,15,5,9,1,6.0,1,21,110,0,1,12,0,1.0,2.9,3.8,5.4,6.6,3.8,1.5,30.8,SHAPE-3,2,0,0.413,7.69,1.1,0.0,0.07,-26.0,-7.0,1,Medium
35,16.3,27.2,2,Constable,0,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,168,1,16.2,3.0,1,10,6,0,9,8,0,6.0,26,17,88,5,25,8,0,2.9,3.0,7.0,7.7,5.6,3.4,2.1,31.4,SHAPE-1,0,-2,0.173,2.2,0.523,0.058,4.05,-1.0,17.0,1,Medium
34,10.0,4.5,1,Head Constable,1,General Duty (GD),0,J&K (CI/Ops),4,134,1,22.1,5.4,4,8,8,0,8,5,0,6.2,48,24,287,3,31,8,0,3.0,3.1,7.2,5.8,5.0,3.9,2.1,23.4,SHAPE-3,2,0,0.491,8.79,0.417,0.091,6.85,21.0,23.0,0,Low
30,12.0,100.0,3,Constable,0,VIP Security Wing,2,LWE / Bastar (Anti-Naxal),5,531,1,5.8,6.3,4,12,9,0,6,9,0,7.6,21,45,135,1,8,12,0,1.3,3.9,8.3,6.0,4.0,4.1,2.3,25.3,SHAPE-1,0,0,0.485,10.26,0.223,0.077,0.46,-8.0,0.0,1,Medium
29,2.0,37.4,2,Constable,0,General Duty (GD),0,Static Security / VIP,1,279,1,18.4,1.8,4,12,7,0,7,6,0,6.8,6,43,98,3,56,9,0,3.8,3.0,5.2,5.5,5.3,4.2,3.4,25.0,SHAPE-1,0,0,0.6,9.21,1.673,0.333,10.3,-21.0,48.0,0,Low
38,10.2,40.7,0,Constable,0,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,84,3,25.7,5.8,5,12,9,0,11,14,0,7.6,43,32,89,2,8,14,0,3.7,3.1,2.3,4.8,7.3,2.8,2.9,27.6,SHAPE-1,0,0,0.518,13.54,0.535,0.268,2.06,16.0,0.0,1,Medium
30,1.3,40.2,0,Head Constable,1,CoBRA Strike Unit,5,LWE / Bastar (Anti-Naxal),5,528,1,15.4,1.3,1,10,8,0,3,6,0,7.0,34,40,147,2,96,6,0,2.4,3.0,1.7,8.4,5.7,4.7,3.3,27.1,SHAPE-1,0,0,0.565,1.95,0.395,0.435,14.78,6.0,88.0,0,Low
32,10.1,98.8,2,Constable,0,General Duty (GD),0,North-East (Counter-Insurgency),3,499,1,9.4,9.2,3,8,8,17,13,11,1,6.0,0,36,191,5,8,7,0,3.0,2.1,6.9,5.4,4.2,4.6,3.0,24.5,SHAPE-1,0,-1,0.829,6.24,1.88,0.09,0.75,-27.0,0.0,1,Medium
28,2.9,100.0,1,ASI,2,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,141,1,13.1,2.9,4,10,5,55,13,12,1,7.7,31,16,24,4,8,12,0,1.7,3.0,5.1,6.3,1.8,3.6,3.4,26.6,SHAPE-1,0,0,0.744,10.26,0.364,0.256,1.05,4.0,0.0,1,Medium
26,6.2,4.6,0,Constable,0,CoBRA Strike Unit,5,J&K (CI/Ops),4,492,1,16.5,2.8,2,12,8,0,9,13,0,6.0,49,10,97,6,8,11,0,1.0,3.1,6.1,5.7,5.6,3.7,3.9,38.9,SHAPE-1,0,0,0.389,4.97,0.306,0.139,1.32,21.0,0.0,0,Low
51,18.2,41.1,1,Sub-Inspector,3,General Duty (GD),0,Border Outpost (LoC/IB),2,391,0,15.0,2.1,5,10,7,0,12,8,0,6.6,0,32,132,5,0,1,1,2.3,3.2,5.2,5.3,5.5,5.0,4.6,30.2,SHAPE-1,0,0,0.109,3.47,3.0,0.0,0.0,-27.0,-8.0,1,Medium
29,2.0,84.9,0,Head Constable,1,General Duty (GD),0,J&K (CI/Ops),4,119,2,15.6,2.0,5,14,7,0,5,7,0,8.9,49,18,105,3,123,8,0,2.1,3.0,8.0,5.9,3.6,3.4,3.4,31.5,SHAPE-1,0,-2,0.667,10.99,0.289,0.667,19.19,22.0,115.0,1,Medium
32,2.0,24.8,2,Head Constable,1,CoBRA Strike Unit,5,J&K (CI/Ops),4,563,1,20.5,1.4,1,8,8,39,11,12,1,11.7,4,12,91,6,1,3,0,2.9,2.0,7.0,6.6,2.8,2.9,2.8,30.4,SHAPE-1,0,1,0.467,1.39,2.278,0.333,0.2,-24.0,-7.0,0,Low
34,2.9,24.0,1,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,576,2,11.8,0.6,4,10,9,0,8,6,0,6.4,29,12,60,5,8,5,0,3.8,3.0,3.7,3.8,4.7,3.8,3.3,22.3,SHAPE-1,0,1,0.154,7.17,0.347,0.513,0.94,2.0,0.0,0,Low
27,11.2,55.6,2,Constable,0,General Duty (GD),0,Border Outpost (LoC/IB),2,510,1,20.8,7.9,5,8,8,0,5,7,0,7.1,64,13,156,4,24,12,1,1.6,4.0,6.0,4.6,4.9,3.7,3.6,25.8,SHAPE-2,1,0,0.648,12.82,0.301,0.082,4.99,37.0,16.0,1,Medium
57,9.4,39.6,2,Constable,0,Rapid Action Force (RAF),1,J&K (CI/Ops),4,164,1,16.0,6.5,2,8,7,52,9,8,1,7.5,57,36,121,2,71,5,0,2.0,2.0,1.7,3.9,2.6,2.8,3.9,27.7,SHAPE-1,0,-1,0.625,3.58,0.258,0.096,11.36,29.0,63.0,1,Medium
34,3.1,10.0,2,Head Constable,1,General Duty (GD),0,North-East (Counter-Insurgency),3,599,1,22.5,3.1,4,10,6,20,11,6,1,9.9,29,13,138,3,16,12,1,3.6,2.1,4.3,4.5,7.5,3.7,4.1,22.7,SHAPE-1,0,0,0.756,10.26,0.662,0.244,3.6,2.0,8.0,1,Medium
28,4.2,100.0,0,ASI,2,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,580,2,22.8,4.2,4,8,8,0,7,9,0,11.0,0,16,137,7,0,12,1,2.5,2.0,8.2,4.8,8.1,3.4,3.2,25.7,SHAPE-1,0,1,0.808,10.26,4.56,0.385,0.0,-27.0,-8.0,2,High
29,4.0,4.5,1,Constable,0,General Duty (GD),0,North-East (Counter-Insurgency),3,99,1,13.5,3.9,2,10,4,62,11,7,1,7.6,0,26,59,6,2,10,0,3.8,4.0,6.9,5.8,3.0,3.6,2.4,21.1,SHAPE-1,0,1,0.78,4.8,2.7,0.2,0.27,-27.0,-6.0,1,Medium
33,3.1,37.4,0,Head Constable,1,General Duty (GD),0,Static Security / VIP,1,277,1,15.7,3.1,1,14,5,0,5,1,0,7.2,52,39,222,5,16,9,0,3.1,3.9,1.7,5.2,2.8,3.0,3.6,29.9,SHAPE-1,0,-1,0.756,2.3,0.275,0.244,2.51,25.0,8.0,0,Low
38,18.6,63.3,0,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,193,2,7.0,6.0,2,8,9,0,10,13,0,7.2,49,23,138,5,3,9,0,3.6,3.0,5.0,5.2,4.2,3.3,3.5,31.1,SHAPE-1,0,0,0.306,4.61,0.13,0.102,0.21,22.0,-5.0,1,Medium
59,16.0,83.4,2,Constable,0,General Duty (GD),0,Border Outpost (LoC/IB),2,670,2,12.0,7.9,1,10,6,0,7,6,0,7.1,54,20,129,1,8,8,0,3.2,3.1,6.4,5.2,4.4,3.2,3.8,21.3,SHAPE-1,0,0,0.465,2.2,0.203,0.118,0.96,27.0,0.0,0,Low
45,6.0,44.2,1,ASI,2,General Duty (GD),0,Static Security / VIP,1,442,1,21.1,6.0,4,12,5,16,7,7,1,11.7,57,13,70,2,113,13,0,3.2,2.9,3.7,8.2,4.0,4.5,3.0,30.9,SHAPE-1,0,1,0.857,10.56,0.34,0.143,23.84,30.0,105.0,0,Low
46,6.1,57.8,0,Constable,0,VIP Security Wing,2,J&K (CI/Ops),4,306,2,26.0,3.6,1,10,7,17,9,7,1,11.3,63,23,86,5,16,8,0,3.4,3.0,4.6,5.4,6.7,4.0,3.0,19.5,SHAPE-4,3,0,0.507,2.2,0.382,0.282,4.16,34.0,8.0,1,Medium
27,9.7,11.5,4,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,165,2,12.3,3.2,2,10,10,0,18,12,0,7.3,39,13,65,4,167,9,0,3.9,4.0,3.5,7.5,6.7,2.6,3.0,25.9,SHAPE-1,0,0,0.299,4.61,0.28,0.187,20.54,12.0,159.0,0,Low
37,9.8,44.6,1,Head Constable,1,Signal & IT Wing,3,LWE / Bastar (Anti-Naxal),5,653,0,16.3,9.8,5,8,6,48,9,11,1,8.1,6,28,115,6,3,8,0,3.0,3.1,6.7,4.4,3.1,4.2,4.0,35.2,SHAPE-1,0,0,0.907,10.99,1.482,0.0,0.49,-22.0,-5.0,1,Medium
33,2.8,30.4,0,Constable,0,General Duty (GD),0,Peace / Training Center,0,313,2,22.5,2.8,1,10,9,0,5,2,0,6.0,0,14,78,4,8,7,0,2.2,3.0,8.2,8.7,6.2,4.6,3.1,23.8,SHAPE-1,0,2,0.737,2.08,4.5,0.526,1.8,-27.0,0.0,0,Low
42,5.0,47.9,0,ASI,2,CoBRA Strike Unit,5,North-East (Counter-Insurgency),3,372,0,26.8,2.7,2,10,9,51,7,7,1,11.7,5,48,111,3,111,11,1,1.6,3.0,4.7,3.5,4.6,3.4,3.0,30.6,SHAPE-1,0,-1,0.45,4.97,2.68,0.0,29.75,-23.0,103.0,2,High
56,12.4,9.1,2,Constable,0,CoBRA Strike Unit,5,Peace / Training Center,0,334,2,17.6,1.0,5,12,6,0,12,11,0,7.4,23,23,99,6,8,6,0,3.1,3.0,1.8,7.6,2.2,2.2,4.5,39.0,SHAPE-2,1,0,0.075,9.73,0.629,0.149,1.41,-5.0,0.0,0,Low
37,9.8,43.4,0,ASI,2,Rapid Action Force (RAF),1,LWE / Bastar (Anti-Naxal),5,465,3,18.6,2.5,2,8,8,0,11,8,0,7.8,30,20,86,3,2,15,0,2.4,3.0,4.6,3.3,7.1,4.5,3.0,27.5,SHAPE-1,0,2,0.231,5.55,0.531,0.278,0.37,2.0,-6.0,1,Medium
45,11.2,72.4,1,Constable,0,CoBRA Strike Unit,5,Border Outpost (LoC/IB),2,91,1,18.9,3.6,4,14,5,0,12,9,0,6.8,18,28,146,4,111,15,0,3.0,3.1,3.6,4.9,3.0,3.9,3.2,30.4,SHAPE-1,0,0,0.295,11.09,0.822,0.082,20.98,-10.0,103.0,1,Medium
54,32.5,100.0,2,ASI,2,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,98,0,10.9,7.4,1,12,7,0,6,6,0,6.0,38,12,90,2,24,8,0,3.9,3.0,3.8,6.0,3.9,3.2,2.6,26.7,SHAPE-1,0,0,0.221,2.2,0.253,0.0,2.62,11.0,16.0,0,Low
36,10.2,41.1,0,Constable,0,CoBRA Strike Unit,5,North-East (Counter-Insurgency),3,627,2,6.0,1.7,2,10,7,0,7,13,0,8.8,17,34,72,1,2,8,0,1.3,2.9,4.3,7.9,5.4,3.3,3.5,27.5,SHAPE-1,0,0,0.152,4.39,0.273,0.179,0.12,-11.0,-6.0,0,Low
39,10.3,41.9,0,Sub-Inspector,3,General Duty (GD),0,Static Security / VIP,1,75,2,33.0,3.1,4,10,9,0,11,11,0,6.8,0,11,238,2,2,12,0,3.3,4.0,5.4,6.8,5.4,3.8,3.5,28.4,SHAPE-1,0,0,0.274,10.26,6.6,0.177,0.66,-27.0,-6.0,0,Low
53,9.3,37.0,2,Inspector,4,General Duty (GD),0,J&K (CI/Ops),4,116,0,14.0,2.5,3,14,6,43,4,9,1,16.0,0,20,73,6,141,15,0,2.3,2.0,2.9,4.3,4.5,3.2,3.0,32.0,SHAPE-1,0,0,0.243,8.32,2.8,0.0,19.74,-27.0,133.0,2,High
43,13.2,82.3,1,Sub-Inspector,3,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,576,1,9.9,3.9,2,10,6,0,17,11,0,7.8,25,24,163,2,8,7,0,3.7,3.0,3.1,7.0,2.2,2.1,2.6,38.0,SHAPE-1,0,1,0.275,4.16,0.33,0.07,0.79,-2.0,0.0,1,Medium
34,6.1,4.5,0,Sub-Inspector,3,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,546,0,21.0,1.4,5,14,8,34,8,7,1,8.1,41,38,188,5,1,6,0,1.0,3.0,4.9,3.6,6.5,3.8,3.4,19.1,SHAPE-1,0,-1,0.197,9.73,0.457,0.0,0.21,14.0,-7.0,2,High
46,5.7,39.1,1,Head Constable,1,General Duty (GD),0,J&K (CI/Ops),4,645,0,12.7,1.6,1,16,6,32,11,9,1,10.3,23,31,112,5,2,14,0,3.7,3.0,5.0,6.0,6.9,3.6,4.3,29.9,SHAPE-1,0,2,0.239,2.71,0.454,0.0,0.25,-4.0,-6.0,1,Medium
34,14.0,53.4,2,Inspector,4,VIP Security Wing,2,J&K (CI/Ops),4,192,0,9.9,3.2,4,8,8,0,9,6,0,8.9,41,36,86,4,8,7,0,3.6,2.9,5.9,4.4,3.2,1.4,3.4,25.1,SHAPE-2,1,1,0.213,8.32,0.215,0.0,0.79,12.0,0.0,1,Medium
42,5.7,77.3,1,Constable,0,Medical & Logistics,4,J&K (CI/Ops),4,392,1,15.4,1.2,2,10,6,38,2,4,1,6.0,16,18,59,2,23,8,0,3.2,3.0,6.3,4.7,2.8,4.0,3.9,24.0,SHAPE-1,0,0,0.179,4.39,0.733,0.149,3.54,-12.0,15.0,0,Low
28,8.1,31.3,0,Constable,0,CoBRA Strike Unit,5,LWE / Bastar (Anti-Naxal),5,582,1,19.6,4.6,1,12,5,0,8,9,0,7.4,59,8,199,5,145,10,0,3.9,2.9,5.0,7.3,6.2,4.6,2.9,21.7,SHAPE-3,2,1,0.505,2.4,0.306,0.11,28.42,31.0,137.0,1,Medium
43,11.4,4.6,0,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,403,1,12.2,6.4,3,14,7,0,7,13,0,6.0,18,32,72,0,48,10,0,3.8,2.1,6.1,7.2,4.0,5.0,3.6,30.2,SHAPE-1,0,2,0.516,7.19,0.53,0.081,5.86,-9.0,40.0,0,Low
42,21.9,18.0,1,Head Constable,1,General Duty (GD),0,J&K (CI/Ops),4,523,0,8.4,1.1,1,10,8,0,7,8,0,6.0,63,6,25,5,103,9,0,4.0,3.0,5.0,4.5,5.5,4.3,4.0,24.7,SHAPE-2,1,2,0.048,2.3,0.124,0.0,8.65,36.0,95.0,0,Low
53,15.2,90.9,0,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,250,1,27.0,2.4,4,14,8,0,10,10,0,6.7,7,32,91,4,118,12,1,4.0,2.0,6.9,7.6,2.7,4.3,4.0,20.0,SHAPE-1,0,0,0.148,10.26,2.25,0.062,31.86,-20.0,110.0,2,High
27,1.2,96.0,0,Sub-Inspector,3,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,604,1,12.1,1.2,1,12,7,0,10,7,0,6.9,7,33,118,3,103,16,0,3.9,4.0,4.6,6.3,6.7,2.2,3.2,28.3,SHAPE-2,1,0,0.545,2.83,1.008,0.455,12.46,-20.0,95.0,1,Medium
30,2.0,61.8,0,Constable,0,VIP Security Wing,2,LWE / Bastar (Anti-Naxal),5,215,0,13.9,0.5,3,10,6,26,18,9,1,10.5,7,11,52,2,4,6,0,2.6,2.9,8.2,8.1,3.8,3.3,3.6,31.1,SHAPE-1,0,0,0.167,5.84,1.158,0.0,0.56,-22.0,-4.0,1,Medium
30,2.0,63.2,2,Sub-Inspector,3,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,468,0,17.5,2.0,3,12,6,55,10,7,1,11.7,0,27,55,4,123,8,1,2.6,2.0,3.8,7.6,3.9,4.1,3.5,23.9,SHAPE-2,1,0,0.667,6.59,3.5,0.0,21.52,-27.0,115.0,2,High
54,5.8,12.4,0,Constable,0,General Duty (GD),0,North-East (Counter-Insurgency),3,677,2,20.4,2.4,3,8,8,0,7,9,0,6.7,0,44,75,7,55,4,0,2.5,4.0,2.7,7.8,1.8,3.1,4.0,30.1,SHAPE-1,0,-2,0.353,4.83,4.08,0.294,11.22,-27.0,47.0,0,Low
