personnel_id,source_dataset,rank,unit_type,deployment_theatre,annual_fitness_grade,wsi_deterministic,wsi_noise_applied,wsi_score,stress_score,satisfaction_score,sleep_quality_score,fatigue_score,social_support_score,emotional_wellbeing_score,work_life_balance_score,age,service_tenure_years,distance_from_home_station_km,num_dependents,rank_encoded,annual_fitness_grade_encoded,fitness_trend_score,deployment_duration_days,posting_transfer_count_last_2yrs,commute_transit_days,unit_manning_shortfall_pct,promotion_stagnation_years,duty_hours_daily,rest_hours_daily,overtime_hours_monthly,night_shift_frequency_monthly,consecutive_night_duty_days,overtime_flag,daily_workload_score,training_hours_last_year,leave_backlog_days,days_since_last_leave,leave_days_last_90d,absenteeism_hours_last_year,family_separation_months,conduct_flag,body_mass_index,stagnation_per_tenure_ratio,transit_separation_burden,manning_training_ratio,transfer_tenure_friction,manning_absenteeism_load,training_vs_unit_median,absenteeism_vs_rank_median,theatre_Border Outpost (LoC/IB),theatre_J&K (CI/Ops),theatre_LWE / Bastar (Anti-Naxal),theatre_North-East (Counter-Insurgency),theatre_Peace / Training Center,theatre_Static Security / VIP,unit_CoBRA Strike Unit,unit_General Duty (GD),unit_Medical & Logistics,unit_Rapid Action Force (RAF),unit_Signal & IT Wing,unit_VIP Security Wing,welfare_risk_level
CRPF-20265868,HRDataset_v14,Head Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-2,52.96,0.96,53.91,7.5,4.0,4.1,6.1,2.9,2.6,2.0,49,16.1,22.7,0,1,1,1,497,1,3,14.3,1.7,10,7,22,7,7,1,16.0,32,31,283,2,17,14,0,37.5,0.099,8.12,0.386,0.058,2.43,6.0,9.0,0,0,0,1,0,0,0,1,0,0,0,0,High
CRPF-20265869,UCI_Absenteeism,Constable,CoBRA Strike Unit,LWE / Bastar (Anti-Naxal),SHAPE-2,60.97,-0.61,60.36,4.9,3.4,7.6,3.3,3.7,2.9,1.0,29,9.0,78.1,1,0,1,-2,355,1,2,26.1,3.2,12,8,31,12,8,1,8.1,7,36,129,3,2,14,0,24.2,0.32,5.42,2.175,0.1,0.52,-20.0,-6.0,0,0,1,0,0,0,1,0,0,0,0,0,High
CRPF-20265870,UCI_Absenteeism,Head Constable,VIP Security Wing,North-East (Counter-Insurgency),SHAPE-1,54.78,-1.15,53.62,4.7,2.6,7.4,4.0,2.8,3.2,3.0,38,18.2,63.0,0,1,0,0,223,0,5,19.4,6.9,12,6,0,11,11,0,6.4,50,32,205,3,2,12,0,29.5,0.359,12.82,0.353,0.0,0.39,21.0,-6.0,0,0,0,1,0,0,0,0,0,0,0,1,High
CRPF-20265871,IBM_Attrition,Constable,General Duty (GD),Static Security / VIP,SHAPE-3,44.1,-2.3,41.8,8.2,3.9,6.1,4.0,3.5,3.7,2.0,32,10.0,31.7,2,0,2,1,640,0,5,19.5,4.9,8,7,0,15,9,0,6.0,4,44,117,2,2,8,0,32.3,0.445,10.99,2.167,0.0,0.39,-22.0,-6.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
CRPF-20265872,UCI_Absenteeism,Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-3,51.92,-0.87,51.04,4.2,3.4,7.7,4.7,3.3,2.1,3.1,37,17.9,62.1,0,0,2,0,533,0,3,17.5,2.0,12,5,0,9,10,0,7.4,0,53,93,2,3,7,0,32.0,0.106,6.24,3.5,0.0,0.52,-26.0,-5.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20265873,HR_Analytics_15k,Sub-Inspector,Medical & Logistics,LWE / Bastar (Anti-Naxal),SHAPE-2,57.76,-1.56,56.2,7.3,3.3,7.3,6.0,5.0,2.8,4.0,34,3.1,49.3,0,3,1,-1,627,1,3,15.9,2.1,10,7,20,11,9,1,9.9,49,54,140,3,49,16,0,24.4,0.512,8.5,0.294,0.244,7.79,20.0,41.0,0,0,1,0,0,0,0,0,1,0,0,0,High
CRPF-20265874,HR_Analytics_15k,ASI,CoBRA Strike Unit,Peace / Training Center,SHAPE-1,38.99,-2.02,36.98,3.6,1.5,3.8,3.8,3.8,3.0,2.0,44,5.0,85.7,0,2,0,-1,594,1,3,17.4,2.0,8,6,0,12,9,0,6.0,68,26,58,4,8,1,1,30.7,0.333,2.08,0.238,0.167,1.39,41.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,Low
CRPF-20265875,IBM_Attrition,Sub-Inspector,Signal & IT Wing,J&K (CI/Ops),SHAPE-2,43.91,1.64,45.55,1.8,4.0,2.6,4.3,3.4,3.7,2.9,35,1.0,18.3,1,3,1,0,146,3,2,16.7,1.0,10,5,0,8,11,0,6.0,0,34,127,6,8,10,0,23.5,0.5,4.8,3.34,1.5,1.34,-27.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,Medium
CRPF-20265876,IBM_Attrition,Head Constable,General Duty (GD),J&K (CI/Ops),SHAPE-1,39.96,0.66,40.62,4.2,3.1,5.5,5.1,2.5,2.3,3.0,33,14.1,100.0,2,1,0,0,691,2,5,20.0,9.4,8,9,0,10,5,0,6.0,41,18,160,3,8,5,0,33.3,0.623,8.96,0.435,0.132,1.6,15.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
CRPF-20265877,UCI_Absenteeism,Constable,CoBRA Strike Unit,North-East (Counter-Insurgency),SHAPE-2,50.56,-0.87,49.69,3.2,2.9,6.1,7.7,2.3,3.2,1.0,36,10.7,88.4,4,0,1,1,559,0,1,6.7,5.1,12,6,51,13,10,1,8.2,46,25,83,5,4,10,0,22.4,0.436,2.4,0.131,0.0,0.27,19.0,-4.0,0,0,0,1,0,0,1,0,0,0,0,0,Medium
CRPF-20265878,HR_Analytics_15k,Constable,General Duty (GD),Peace / Training Center,SHAPE-1,39.01,1.3,40.3,3.1,2.4,7.1,3.7,3.2,4.1,2.9,36,3.0,14.8,0,0,0,0,101,1,2,14.0,3.0,10,5,0,13,8,0,7.1,23,60,142,0,8,2,0,24.2,0.75,2.2,0.5,0.25,1.12,-3.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
CRPF-20265879,IBM_Attrition,ASI,General Duty (GD),Border Outpost (LoC/IB),SHAPE-3,43.23,-1.16,42.07,4.7,3.1,3.5,5.9,2.6,3.9,2.9,48,4.9,17.7,3,2,2,1,590,1,1,31.0,3.4,10,7,0,9,10,0,8.5,32,27,121,8,8,9,0,18.9,0.576,2.3,0.838,0.169,2.48,6.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,Low
CRPF-20265880,HR_Analytics_15k,Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,51.46,-0.43,51.03,5.5,3.2,4.6,4.2,3.6,3.1,3.1,35,3.0,89.2,1,0,0,-1,275,1,3,15.1,3.0,8,9,23,13,11,1,10.3,15,30,142,6,4,14,0,30.3,0.75,8.12,0.755,0.25,0.6,-11.0,-4.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20265881,IBM_Attrition,Constable,VIP Security Wing,J&K (CI/Ops),SHAPE-1,45.95,0.31,46.26,6.9,4.0,3.8,6.7,2.8,3.4,3.9,37,12.1,4.4,0,0,0,0,444,1,2,22.3,6.1,12,7,0,14,12,0,6.0,50,18,219,3,161,6,0,30.1,0.466,3.89,0.405,0.076,35.9,21.0,153.0,0,1,0,0,0,0,0,0,0,0,0,1,Medium
CRPF-20265882,HR_Analytics_15k,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,44.71,0.86,45.56,3.4,2.9,5.3,7.8,2.3,4.6,3.0,33,2.9,43.3,0,0,0,0,358,1,2,11.4,2.9,8,8,0,7,13,0,7.9,39,57,76,3,126,8,0,26.7,0.744,4.39,0.259,0.256,14.36,13.0,118.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20265883,IBM_Attrition,Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-4,46.81,-0.66,46.15,3.9,3.9,6.4,7.0,1.8,2.8,2.0,35,9.6,18.1,0,0,3,1,474,1,2,27.1,9.0,10,5,0,13,12,0,6.0,14,28,110,6,0,9,0,31.5,0.849,4.61,1.426,0.094,0.0,-12.0,-8.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20265884,HRDataset_v14,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-1,61.26,-1.31,59.95,2.4,3.2,1.8,4.4,4.3,3.3,3.1,53,5.4,62.3,3,0,0,0,529,2,5,26.5,5.4,14,8,37,12,11,1,16.0,22,60,128,3,134,3,0,23.1,0.844,6.93,0.981,0.312,35.51,-4.0,126.0,0,1,0,0,0,0,0,1,0,0,0,0,High
CRPF-20265885,IBM_Attrition,Head Constable,Rapid Action Force (RAF),Static Security / VIP,SHAPE-3,63.47,-0.76,62.71,2.9,1.0,5.7,4.2,3.3,4.0,3.0,36,14.8,74.6,2,1,2,1,172,3,3,9.9,7.2,14,7,33,12,15,1,9.0,0,30,253,5,0,15,0,18.4,0.456,8.32,1.98,0.19,0.0,-27.0,-8.0,0,0,0,0,0,1,0,0,0,1,0,0,High
CRPF-20265886,UCI_Absenteeism,Sub-Inspector,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-3,45.23,1.31,46.53,3.7,3.0,5.1,8.4,5.0,3.8,3.1,44,12.8,82.3,1,3,2,1,570,1,3,22.0,1.5,8,8,0,14,10,0,6.5,41,27,221,8,8,4,0,36.1,0.109,4.83,0.478,0.072,1.76,15.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
CRPF-20265887,UCI_Absenteeism,Head Constable,VIP Security Wing,Peace / Training Center,SHAPE-1,43.88,-0.67,43.2,3.7,1.3,6.0,4.9,3.3,3.2,4.0,32,12.0,100.0,3,1,0,-1,600,2,5,16.8,3.8,10,5,59,6,4,1,7.4,64,22,140,3,8,7,0,25.3,0.292,10.4,0.243,0.154,1.34,35.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,Medium
CRPF-20265888,HRDataset_v14,Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-2,40.19,0.96,41.16,4.1,3.9,7.4,6.5,3.6,4.0,1.0,40,2.0,66.0,0,0,1,0,232,1,5,15.3,2.0,8,8,0,10,9,0,7.0,73,22,100,3,91,9,0,24.8,0.667,11.51,0.196,0.333,13.92,47.0,83.0,0,0,1,0,0,0,0,1,0,0,0,0,Low
CRPF-20265889,HR_Analytics_15k,Constable,Signal & IT Wing,North-East (Counter-Insurgency),SHAPE-1,37.22,0.2,37.42,4.1,3.5,8.1,4.7,2.5,4.2,2.9,48,7.1,84.6,1,0,0,1,351,3,3,12.4,6.2,8,8,0,11,12,0,6.9,0,8,81,5,0,12,0,26.3,0.765,7.69,2.48,0.37,0.0,-27.0,-8.0,0,0,0,1,0,0,0,0,0,0,1,0,Low
CRPF-20265890,IBM_Attrition,Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-1,52.04,0.34,52.38,8.6,4.0,5.3,5.7,2.5,2.4,2.0,43,12.0,100.0,4,0,0,1,89,2,1,17.6,4.5,10,7,27,14,12,1,8.0,48,20,161,2,2,10,0,32.3,0.346,2.4,0.332,0.154,0.35,22.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
CRPF-20265891,HRDataset_v14,Constable,Signal & IT Wing,Static Security / VIP,SHAPE-1,33.68,0.03,33.7,4.3,3.2,4.9,6.0,3.3,3.1,2.1,24,6.0,10.5,2,0,0,1,623,2,3,10.6,6.0,10,9,0,12,9,0,11.8,0,26,97,6,31,3,0,39.0,0.857,4.16,2.12,0.286,3.29,-27.0,23.0,0,0,0,0,0,1,0,0,0,0,1,0,Low
CRPF-20265892,HR_Analytics_15k,Head Constable,General Duty (GD),J&K (CI/Ops),SHAPE-1,30.93,0.02,30.95,4.5,3.2,5.5,5.7,3.6,2.8,3.1,34,2.9,50.4,1,1,0,-1,612,2,1,8.7,2.9,8,7,0,4,6,0,8.4,20,14,80,9,0,8,0,25.8,0.744,2.2,0.348,0.513,0.0,-6.0,-8.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
CRPF-20265893,HR_Analytics_15k,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-2,59.68,-0.65,59.02,3.2,2.4,2.7,7.6,4.0,2.9,3.0,31,2.0,36.5,0,0,1,2,370,0,5,9.1,1.7,14,5,20,4,4,1,11.2,7,45,142,2,24,13,1,28.2,0.567,13.2,0.758,0.0,2.18,-19.0,16.0,0,1,0,0,0,0,0,1,0,0,0,0,High
CRPF-20265894,HR_Analytics_15k,ASI,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,40.82,0.71,41.53,2.7,2.9,7.8,5.4,3.5,3.3,1.0,36,4.1,77.5,0,2,0,0,169,1,1,22.9,4.1,8,6,0,12,10,0,7.1,33,16,188,3,47,4,0,29.4,0.804,1.61,0.603,0.196,10.76,7.0,39.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
CRPF-20265895,UCI_Absenteeism,Head Constable,CoBRA Strike Unit,Border Outpost (LoC/IB),SHAPE-1,59.87,2.5,62.37,8.4,3.1,4.7,5.1,3.3,3.9,2.0,38,17.7,62.9,0,1,0,0,320,3,2,19.8,0.5,14,8,0,15,17,0,7.4,52,34,142,5,2,20,0,31.9,0.027,6.09,0.347,0.16,0.4,25.0,-6.0,1,0,0,0,0,0,1,0,0,0,0,0,High
CRPF-20265896,UCI_Absenteeism,Assistant Commandant,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-1,53.22,-0.77,52.45,4.1,3.8,2.5,2.8,3.3,4.6,4.0,51,18.4,40.6,1,5,0,2,643,0,4,16.9,8.1,12,7,0,10,10,0,7.4,0,33,128,3,2,24,0,30.3,0.418,12.88,3.38,0.0,0.34,-26.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
CRPF-20265897,UCI_Absenteeism,Constable,General Duty (GD),Static Security / VIP,SHAPE-4,40.01,-2.43,37.58,2.3,2.9,5.7,3.7,4.0,4.3,3.9,33,13.0,64.6,2,0,3,1,250,2,4,12.1,4.8,8,9,0,11,4,0,8.8,8,29,116,5,8,14,0,24.7,0.343,10.83,0.931,0.143,0.97,-18.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
CRPF-20265898,HR_Analytics_15k,Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,48.15,-1.11,47.04,5.0,3.3,6.4,4.5,4.1,2.7,2.0,34,3.1,74.4,2,0,0,0,635,0,5,6.8,3.1,14,5,24,12,10,1,12.2,32,35,44,3,0,4,0,24.5,0.756,8.05,0.184,0.0,0.0,6.0,-8.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20265899,HR_Analytics_15k,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,46.92,-1.33,45.58,5.0,2.9,5.8,3.4,3.4,2.5,4.0,39,4.0,84.2,2,0,0,0,521,0,5,21.8,2.4,10,6,62,17,12,1,12.0,7,11,113,5,15,3,0,32.6,0.48,6.93,1.817,0.0,3.27,-19.0,7.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20265900,HR_Analytics_15k,Sub-Inspector,Rapid Action Force (RAF),LWE / Bastar (Anti-Naxal),SHAPE-2,51.61,0.8,52.4,4.6,2.2,8.8,5.8,4.1,3.9,2.0,34,3.0,89.0,1,3,1,0,104,0,2,9.6,1.9,12,7,0,8,9,0,6.7,2,15,279,2,3,15,0,32.2,0.475,5.55,1.371,0.0,0.29,-25.0,-5.0,0,0,1,0,0,0,0,0,0,1,0,0,Medium
CRPF-20265901,IBM_Attrition,Constable,General Duty (GD),Peace / Training Center,SHAPE-2,45.15,0.24,45.39,4.0,1.9,7.2,7.0,4.4,3.2,4.0,30,6.1,100.0,0,0,1,0,584,0,1,27.3,1.6,14,7,0,8,7,0,6.0,0,37,62,1,3,2,0,31.1,0.225,1.1,5.46,0.0,0.82,-26.0,-5.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
CRPF-20265902,IBM_Attrition,Inspector,Medical & Logistics,LWE / Bastar (Anti-Naxal),SHAPE-1,49.04,1.68,50.72,6.9,3.9,5.6,3.5,3.5,2.8,3.0,25,5.2,45.6,0,4,0,0,78,0,1,34.5,4.0,12,7,0,9,14,0,9.0,0,22,82,6,152,9,0,19.4,0.645,2.3,6.9,0.0,52.44,-29.0,144.0,0,0,1,0,0,0,0,0,1,0,0,0,Medium
CRPF-20265903,UCI_Absenteeism,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-2,41.73,0.12,41.85,4.1,3.0,4.4,6.2,2.9,5.0,3.2,29,3.0,100.0,1,0,1,0,548,0,5,16.0,3.0,8,6,0,14,13,0,7.4,0,8,257,5,8,7,0,26.3,0.75,10.4,3.2,0.0,1.28,-26.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
CRPF-20265904,UCI_Absenteeism,Constable,General Duty (GD),Peace / Training Center,SHAPE-4,49.93,-0.73,49.2,3.9,3.7,6.1,7.2,1.6,2.8,3.1,38,18.2,59.7,0,0,3,0,158,2,5,22.1,4.1,8,9,27,7,5,1,8.5,0,55,112,1,8,10,0,29.7,0.214,11.99,4.42,0.104,1.77,-26.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
CRPF-20265905,HRDataset_v14,Head Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,47.48,-0.68,46.8,3.7,2.4,6.2,5.1,3.8,3.0,3.0,33,15.0,36.0,4,1,0,1,478,0,1,12.4,4.1,8,6,45,10,7,1,13.0,54,42,47,3,69,11,0,31.8,0.256,2.48,0.21,0.0,8.56,28.0,61.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20265906,IBM_Attrition,Constable,General Duty (GD),Peace / Training Center,SHAPE-1,39.77,0.19,39.96,5.6,3.9,3.2,3.9,3.6,3.8,4.0,44,10.4,100.0,0,0,0,-1,606,2,3,20.0,5.1,8,7,64,7,4,1,9.7,0,25,112,6,122,3,0,25.2,0.447,4.16,4.0,0.175,24.4,-26.0,114.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
CRPF-20265907,IBM_Attrition,Sub-Inspector,General Duty (GD),North-East (Counter-Insurgency),SHAPE-2,49.28,0.0,49.29,6.9,2.0,2.8,1.8,4.0,3.2,3.0,38,10.2,63.4,0,3,1,1,414,0,2,15.2,3.1,8,7,0,8,10,0,8.5,28,54,253,3,1,6,0,28.9,0.277,3.89,0.461,0.0,0.15,2.0,-7.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20265908,UCI_Absenteeism,Constable,Medical & Logistics,Peace / Training Center,SHAPE-1,50.64,-0.38,50.26,2.6,3.6,7.4,7.9,3.0,3.9,1.9,51,29.1,100.0,0,0,0,-1,83,0,2,12.4,4.3,8,6,58,12,7,1,8.2,10,23,242,7,3,15,0,36.0,0.143,5.55,0.827,0.0,0.37,-19.0,-5.0,0,0,0,0,1,0,0,0,1,0,0,0,Medium
CRPF-20265909,IBM_Attrition,Head Constable,CoBRA Strike Unit,J&K (CI/Ops),SHAPE-2,59.87,0.15,60.02,4.7,2.0,5.7,2.7,4.3,3.8,3.9,47,16.0,63.4,0,1,1,-1,222,1,5,10.0,2.3,10,5,0,14,11,0,7.5,23,53,260,0,1,17,0,22.3,0.135,14.45,0.357,0.059,0.1,-4.0,-7.0,0,1,0,0,0,0,1,0,0,0,0,0,High
CRPF-20265910,HR_Analytics_15k,Constable,VIP Security Wing,Static Security / VIP,SHAPE-1,48.19,1.75,49.94,3.7,3.2,4.0,4.2,3.4,4.3,3.1,30,2.0,17.4,2,0,0,1,656,0,2,22.6,2.0,10,7,18,11,14,1,11.9,56,23,222,3,8,10,0,19.4,0.667,4.8,0.37,0.0,1.81,27.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,Medium
CRPF-20265911,HRDataset_v14,Constable,Medical & Logistics,Static Security / VIP,SHAPE-1,33.32,1.68,35.0,6.4,3.2,5.8,5.0,3.0,2.7,3.1,54,19.1,35.5,0,0,0,0,123,2,5,13.6,4.3,10,6,0,10,7,0,7.0,52,22,67,3,58,5,0,32.5,0.214,8.96,0.239,0.1,7.89,23.0,50.0,0,0,0,0,0,1,0,0,1,0,0,0,Low
CRPF-20265912,HRDataset_v14,ASI,General Duty (GD),Peace / Training Center,SHAPE-1,37.39,1.28,38.67,7.2,3.1,6.1,4.1,3.3,2.9,2.9,36,2.8,38.9,0,2,0,0,486,2,2,23.1,2.8,10,8,0,4,6,0,6.9,34,26,135,4,106,9,0,23.8,0.737,4.61,0.592,0.526,24.49,8.0,98.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
CRPF-20265913,IBM_Attrition,ASI,General Duty (GD),Border Outpost (LoC/IB),SHAPE-3,43.16,0.34,43.49,5.0,2.9,7.2,5.4,3.8,3.3,3.1,31,1.0,13.3,1,2,2,0,79,0,5,15.6,1.0,14,8,0,8,8,0,6.0,0,27,52,6,16,12,0,29.4,0.5,12.82,3.12,0.0,2.5,-26.0,8.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20265914,HR_Analytics_15k,ASI,Medical & Logistics,Peace / Training Center,SHAPE-2,45.99,-0.57,45.41,3.3,3.8,3.3,3.0,2.7,4.0,3.0,30,2.1,50.3,1,2,1,-1,641,1,1,11.5,1.3,12,4,0,7,4,0,7.9,53,39,90,2,2,4,1,31.1,0.419,1.61,0.198,0.323,0.23,24.0,-6.0,0,0,0,0,1,0,0,0,1,0,0,0,Medium
CRPF-20265915,HRDataset_v14,Constable,General Duty (GD),Peace / Training Center,SHAPE-1,50.97,-0.57,50.39,7.6,4.0,8.3,2.5,3.8,3.0,2.9,23,5.0,28.4,1,0,0,0,290,0,5,28.1,5.0,12,6,33,2,3,1,16.0,5,27,151,2,63,14,0,31.6,0.833,13.54,2.81,0.0,17.7,-21.0,55.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
CRPF-20265916,UCI_Absenteeism,ASI,CoBRA Strike Unit,LWE / Bastar (Anti-Naxal),SHAPE-4,45.64,-2.5,43.14,4.3,2.6,6.3,4.6,2.8,3.3,3.0,30,6.0,56.2,0,2,3,1,660,0,3,17.2,1.8,10,7,0,10,8,0,6.8,44,31,100,1,2,9,0,22.5,0.257,6.91,0.351,0.0,0.34,17.0,-6.0,0,0,1,0,0,0,1,0,0,0,0,0,Medium
CRPF-20265917,HR_Analytics_15k,Constable,Medical & Logistics,Peace / Training Center,SHAPE-1,45.4,0.52,45.92,6.0,3.5,4.9,7.2,3.9,3.1,3.1,33,3.0,74.0,1,0,0,-2,133,1,1,9.1,3.0,10,6,46,10,10,1,9.6,55,14,55,6,16,16,0,24.9,0.75,2.83,0.152,0.25,1.46,26.0,8.0,0,0,0,0,1,0,0,0,1,0,0,0,Medium
CRPF-20265918,IBM_Attrition,Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-1,45.81,-1.26,44.55,3.1,4.0,4.7,5.5,3.9,4.3,3.0,36,12.2,13.3,0,0,0,0,569,1,2,20.7,0.8,14,7,0,2,8,0,6.0,13,22,151,1,2,8,0,38.0,0.061,4.39,1.15,0.076,0.41,-13.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
CRPF-20265919,UCI_Absenteeism,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-1,56.31,-1.23,55.08,4.8,3.1,4.7,6.3,2.6,3.8,1.0,35,10.9,88.7,4,0,0,0,224,2,4,12.7,1.4,14,8,0,11,8,0,7.3,10,45,129,5,8,16,0,22.4,0.118,11.33,0.847,0.168,1.02,-16.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,High
CRPF-20265920,UCI_Absenteeism,Constable,CoBRA Strike Unit,Border Outpost (LoC/IB),SHAPE-1,43.25,0.22,43.46,4.0,3.9,6.5,1.8,2.3,2.8,2.0,35,14.2,53.7,2,0,0,-2,520,0,4,24.2,10.1,8,7,0,7,6,0,8.4,27,20,53,2,122,16,0,25.7,0.664,11.33,0.756,0.0,29.52,0.0,114.0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
CRPF-20265921,IBM_Attrition,Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-1,51.11,-0.42,50.69,3.7,3.0,4.9,2.7,3.7,3.5,2.9,37,6.0,4.3,1,0,0,0,126,3,5,21.7,6.0,12,9,0,9,12,0,8.0,21,40,214,2,3,4,0,23.0,0.857,8.05,0.835,0.429,0.65,-5.0,-5.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
CRPF-20265922,HR_Analytics_15k,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,49.78,-0.34,49.44,3.8,3.8,5.8,4.8,2.4,4.2,1.0,38,4.1,80.9,0,0,0,0,515,0,3,26.2,1.7,8,6,0,11,10,0,8.2,19,29,97,2,73,24,0,29.0,0.333,9.66,1.092,0.0,19.13,-7.0,65.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20265923,HR_Analytics_15k,Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,51.06,2.28,53.34,6.5,3.7,7.4,5.6,3.6,4.8,3.0,29,2.0,89.5,1,0,0,0,184,0,4,8.6,2.0,10,6,52,11,8,1,10.8,0,34,44,1,2,11,0,31.5,0.667,9.94,1.72,0.0,0.17,-26.0,-6.0,1,0,0,0,0,0,0,1,0,0,0,0,High
CRPF-20265924,UCI_Absenteeism,ASI,Signal & IT Wing,LWE / Bastar (Anti-Naxal),SHAPE-1,55.01,-0.36,54.65,3.4,1.3,6.3,2.6,4.7,3.9,3.2,34,13.3,100.0,2,2,0,-1,280,3,1,21.4,5.9,8,7,0,6,13,0,7.2,7,60,64,3,8,14,0,31.1,0.413,2.71,1.783,0.21,1.71,-20.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,High
CRPF-20265925,HRDataset_v14,Head Constable,General Duty (GD),J&K (CI/Ops),SHAPE-1,46.26,1.74,48.01,5.6,2.3,8.4,5.4,3.0,4.1,3.0,40,5.1,28.2,0,1,0,0,502,2,3,11.0,4.8,10,9,0,9,9,0,7.0,1,38,176,1,81,8,0,24.2,0.787,6.59,1.833,0.328,8.91,-25.0,73.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20265926,HRDataset_v14,Constable,General Duty (GD),Peace / Training Center,SHAPE-2,42.0,-0.15,41.86,6.7,4.0,5.6,5.0,1.2,3.5,2.1,38,14.4,65.3,1,0,1,0,563,1,3,25.9,0.7,10,8,0,9,12,0,6.9,29,14,79,8,106,18,0,22.8,0.045,8.83,0.762,0.065,27.45,3.0,98.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
CRPF-20265927,HR_Analytics_15k,Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,43.5,0.13,43.63,4.0,2.0,4.2,3.7,2.9,3.3,4.0,41,5.1,40.6,2,0,0,0,301,0,3,42.6,3.4,8,5,0,15,7,0,6.0,14,22,216,4,1,8,0,30.6,0.557,6.59,2.242,0.0,0.43,-12.0,-7.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20265928,IBM_Attrition,Inspector,Medical & Logistics,J&K (CI/Ops),SHAPE-3,42.44,0.06,42.49,7.4,3.9,4.4,4.4,2.1,3.4,2.0,31,10.1,8.7,1,4,2,-1,322,1,5,12.6,0.6,10,6,0,5,16,0,6.9,56,23,85,6,8,7,0,29.5,0.054,10.4,0.207,0.09,1.01,27.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,Low
