age,service_tenure_years,distance_from_home_station_km,num_dependents,rank_encoded,annual_fitness_grade_encoded,fitness_trend_score,deployment_duration_days,posting_transfer_count_last_2yrs,commute_transit_days,unit_manning_shortfall_pct,promotion_stagnation_years,duty_hours_daily,rest_hours_daily,overtime_hours_monthly,night_shift_frequency_monthly,consecutive_night_duty_days,overtime_flag,daily_workload_score,training_hours_last_year,leave_backlog_days,days_since_last_leave,leave_days_last_90d,absenteeism_hours_last_year,family_separation_months,conduct_flag,body_mass_index,stagnation_per_tenure_ratio,transit_separation_burden,manning_training_ratio,transfer_tenure_friction,manning_absenteeism_load,training_vs_unit_median,absenteeism_vs_rank_median,theatre_Border Outpost (LoC/IB),theatre_J&K (CI/Ops),theatre_LWE / Bastar (Anti-Naxal),theatre_North-East (Counter-Insurgency),theatre_Peace / Training Center,theatre_Static Security / VIP,unit_CoBRA Strike Unit,unit_General Duty (GD),unit_Medical & Logistics,unit_Rapid Action Force (RAF),unit_Signal & IT Wing,unit_VIP Security Wing,welfare_risk_level
41,11.7,100.0,1,0,0,-2,221,0,5,15.7,4.3,14,7,63,11,12,1,7.3,8,51,72,1,2,3,0,23.9,0.339,6.93,1.208,0.0,0.31,-18.0,-6.0,0,0,0,1,0,0,0,1,0,0,0,0,High
38,4.1,62.5,2,1,0,0,371,3,2,12.9,4.1,10,6,0,12,9,0,6.0,23,60,57,0,2,8,1,32.0,0.804,4.39,0.461,0.588,0.26,-3.0,-6.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
37,6.9,22.4,0,1,0,0,395,1,1,21.9,6.9,10,8,0,9,8,0,9.2,18,25,120,0,3,13,0,23.5,0.873,2.64,0.952,0.127,0.66,-8.0,-5.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
33,6.0,34.8,0,2,0,-2,569,1,1,11.0,4.9,10,9,0,7,6,0,8.1,29,26,44,1,4,7,0,25.5,0.7,2.08,0.324,0.143,0.44,3.0,-4.0,1,0,0,0,0,0,0,1,0,0,0,0,Low
38,4.1,45.4,2,0,0,0,462,0,5,18.2,4.1,10,7,20,7,7,1,12.2,60,60,124,2,3,9,0,25.2,0.804,11.51,0.28,0.0,0.55,33.0,-5.0,1,0,0,0,0,0,0,0,0,1,0,0,Medium
53,15.2,46.8,0,0,0,0,44,1,1,17.9,2.8,8,9,53,7,9,1,14.4,10,29,197,6,16,24,0,30.5,0.173,3.22,1.193,0.062,2.86,-16.0,8.0,0,0,0,0,0,1,0,1,0,0,0,0,High
28,3.8,23.5,4,1,0,1,454,0,3,17.8,3.8,10,7,0,8,10,0,6.9,63,16,85,2,136,9,1,18.5,0.792,6.91,0.262,0.0,24.21,36.0,128.0,0,0,0,1,0,0,1,0,0,0,0,0,Medium
34,3.0,15.3,4,0,0,0,130,0,5,16.6,3.0,10,7,48,11,6,1,12.4,4,33,328,4,24,24,0,24.3,0.75,16.09,1.844,0.0,3.98,-22.0,16.0,0,1,0,0,0,0,0,1,0,0,0,0,High
37,4.0,4.4,1,6,0,-1,170,2,4,7.7,2.4,8,7,0,12,11,0,6.0,26,19,171,5,2,14,0,23.6,0.48,10.83,0.248,0.4,0.15,-3.0,-6.0,0,0,0,1,0,0,0,0,1,0,0,0,Low
29,11.0,72.6,1,1,0,0,491,1,5,17.6,2.7,10,8,0,10,11,0,12.1,66,29,242,3,31,20,0,19.6,0.225,15.22,0.248,0.083,5.46,39.0,23.0,0,0,1,0,0,0,0,0,0,1,0,0,High
35,3.0,81.9,0,0,0,0,134,1,2,8.5,3.0,8,7,0,8,8,0,7.2,37,60,113,1,3,24,0,24.9,0.75,6.44,0.202,0.25,0.26,11.0,-5.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
39,8.2,36.3,0,2,0,-1,224,1,1,15.2,4.3,10,8,0,15,5,0,6.0,22,60,39,1,3,8,0,23.5,0.467,2.2,0.563,0.109,0.46,-5.0,-5.0,0,0,0,0,0,1,1,0,0,0,0,0,Low
38,14.6,82.7,1,5,1,0,134,0,2,8.7,3.3,14,7,0,6,12,0,7.5,31,33,144,1,8,12,0,27.9,0.212,5.13,0.242,0.0,0.7,5.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,High
26,7.0,41.3,0,0,0,-1,141,1,2,21.2,2.0,8,6,0,10,9,0,6.4,43,22,154,3,125,11,0,22.8,0.25,4.97,0.442,0.125,26.5,17.0,117.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
20,0.5,23.2,1,0,0,-1,156,1,5,14.1,0.5,14,6,0,11,9,0,6.0,37,16,81,2,25,6,0,21.5,0.333,9.73,0.336,0.667,3.52,11.0,17.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
38,3.9,34.8,2,0,0,0,565,0,1,15.6,3.9,8,9,56,9,8,1,11.5,38,7,166,5,2,16,0,24.4,0.796,2.83,0.363,0.0,0.31,12.0,-6.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
49,27.3,9.3,0,1,0,0,336,1,1,22.7,10.0,10,8,0,11,10,0,7.2,29,41,149,6,1,11,0,24.8,0.353,2.48,0.668,0.035,0.23,2.0,-7.0,0,1,0,0,0,0,0,0,0,1,0,0,Medium
34,3.0,39.3,0,1,0,0,293,1,1,18.9,3.0,10,9,0,7,11,0,6.0,47,36,130,2,2,10,0,29.6,0.75,2.4,0.363,0.25,0.38,20.0,-6.0,1,0,0,0,0,0,0,0,0,1,0,0,Medium
37,16.4,8.9,0,2,0,0,443,0,5,31.6,11.3,10,4,0,12,8,0,6.8,12,6,51,6,8,6,0,27.9,0.649,9.73,1.859,0.0,2.53,-15.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,Low
40,13.7,80.8,2,1,0,-1,602,1,3,19.9,5.7,12,8,0,12,8,0,7.8,29,56,87,1,0,6,0,34.2,0.388,5.84,0.585,0.068,0.0,0.0,-8.0,0,1,0,0,0,0,0,0,1,0,0,0,High
31,2.0,32.7,1,4,0,-2,79,1,4,18.7,2.0,12,7,0,6,15,0,9.7,50,30,135,2,2,8,1,25.5,0.667,8.79,0.34,0.333,0.37,24.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,High
35,3.0,88.9,1,0,0,2,75,2,1,23.4,3.0,8,7,0,10,9,0,6.1,38,10,25,6,139,7,0,32.1,0.75,2.08,0.544,0.5,32.53,12.0,131.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
41,18.5,58.9,1,0,1,0,455,2,4,15.6,5.6,10,7,52,9,5,1,15.8,66,19,116,1,33,21,0,25.6,0.287,12.36,0.22,0.103,5.15,37.0,25.0,1,0,0,0,0,0,0,0,1,0,0,0,High
39,12.1,100.0,1,0,0,2,641,0,3,18.5,8.8,12,8,0,11,10,0,8.6,25,25,242,7,38,5,0,24.0,0.672,5.38,0.617,0.0,7.03,-1.0,30.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
34,3.1,52.6,1,0,2,0,406,2,5,14.2,3.1,16,6,0,10,10,0,8.7,3,7,72,3,4,10,0,18.1,0.756,11.99,1.775,0.488,0.57,-23.0,-4.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
44,5.0,70.5,2,0,0,0,469,0,5,18.8,3.6,12,6,0,7,4,0,6.6,15,22,154,3,17,4,0,30.7,0.6,8.05,0.94,0.0,3.2,-11.0,9.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
55,22.6,76.4,0,0,2,-1,436,0,4,9.8,8.6,14,5,0,8,8,0,9.4,20,19,83,1,4,10,0,24.7,0.364,9.59,0.392,0.0,0.39,-6.0,-4.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
34,15.2,37.2,0,0,0,1,397,4,5,10.1,3.7,8,9,0,11,7,0,6.0,72,31,206,0,16,6,0,32.7,0.228,9.73,0.131,0.247,1.62,43.0,8.0,0,0,0,0,1,0,0,0,0,0,0,1,Low
27,6.8,20.1,2,0,0,0,281,1,2,32.0,6.7,8,8,0,12,6,0,7.1,20,32,140,6,49,9,0,30.3,0.859,4.61,1.28,0.128,15.68,-6.0,41.0,1,0,0,0,0,0,0,1,0,0,0,0,Low
20,0.5,13.6,2,0,0,1,450,0,2,9.2,0.5,10,8,0,14,12,0,6.0,6,24,54,6,57,6,0,24.2,0.333,3.89,0.836,0.0,5.24,-23.0,49.0,0,0,0,1,0,0,0,0,1,0,0,0,Low
39,8.6,34.3,4,0,0,-1,626,1,1,19.8,8.6,12,4,0,11,6,0,6.8,40,26,83,2,131,15,1,26.3,0.896,2.77,0.44,0.104,25.94,14.0,123.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
33,9.0,23.0,0,0,0,0,627,3,5,9.8,4.0,14,6,0,10,10,0,6.0,30,35,158,1,8,10,0,25.2,0.4,11.99,0.28,0.3,0.78,4.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
39,18.1,63.2,0,1,0,0,674,3,5,20.6,3.9,8,5,0,11,6,0,6.4,26,36,110,6,3,8,0,30.6,0.204,10.99,0.665,0.157,0.62,0.0,-5.0,0,0,1,0,0,0,0,1,0,0,0,0,Low
33,3.0,36.5,0,0,0,0,513,3,4,19.0,3.0,8,5,0,5,9,0,6.9,31,19,286,5,127,8,0,28.3,0.75,8.79,0.528,0.75,24.13,4.0,119.0,0,1,0,0,0,0,1,0,0,0,0,0,Low
38,3.9,47.8,0,0,0,0,534,1,1,29.1,3.9,10,8,20,12,10,1,12.2,0,32,158,0,4,20,0,22.8,0.796,3.04,5.82,0.204,1.16,-26.0,-4.0,0,0,0,1,0,0,0,1,0,0,0,0,High
30,11.8,100.0,3,0,1,2,360,2,3,13.3,2.2,12,8,43,15,10,1,8.2,21,44,233,5,3,12,0,23.8,0.172,7.69,0.512,0.156,0.4,-5.0,-5.0,0,0,1,0,0,0,0,1,0,0,0,0,High
36,3.1,37.1,2,3,1,2,655,1,3,32.6,3.1,14,8,52,5,8,1,12.3,27,47,90,5,24,8,0,25.3,0.756,6.59,1.019,0.244,7.82,1.0,16.0,0,0,1,0,0,0,0,1,0,0,0,0,High
56,4.6,17.7,2,1,0,-1,125,1,2,27.1,4.0,10,6,0,8,6,0,6.8,28,33,63,3,107,17,0,21.6,0.714,5.78,0.821,0.179,29.0,2.0,99.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
47,20.5,22.5,1,1,0,0,586,1,4,11.3,5.2,8,6,0,14,7,0,9.6,52,31,312,2,2,15,0,18.6,0.242,11.09,0.198,0.047,0.23,26.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
20,1.0,13.6,2,0,0,0,495,1,4,16.6,1.0,8,7,0,7,8,0,8.0,22,27,113,2,4,17,0,31.6,0.5,11.56,0.615,0.5,0.66,-5.0,-4.0,1,0,0,0,0,0,0,0,0,1,0,0,Low
29,2.1,48.4,2,0,0,0,395,1,1,22.7,2.1,8,7,0,8,15,0,9.6,67,16,161,2,2,8,0,23.6,0.677,2.2,0.315,0.323,0.45,40.0,-6.0,0,1,0,0,0,0,0,0,0,1,0,0,Medium
31,2.0,35.3,1,1,0,0,414,1,2,14.6,2.0,10,6,0,11,10,0,8.4,68,7,192,4,73,12,0,28.0,0.667,5.13,0.2,0.333,10.66,42.0,65.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
41,5.1,24.1,1,1,1,0,398,0,1,11.3,4.2,14,8,61,12,12,1,10.3,0,31,164,2,8,22,0,27.6,0.689,3.14,2.26,0.0,0.9,-26.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,High
35,3.1,4.4,0,1,0,-1,297,1,4,11.2,0.9,8,7,0,6,6,0,6.7,26,39,174,4,76,7,0,22.9,0.22,8.32,0.361,0.244,8.51,-3.0,68.0,0,0,0,0,0,1,0,0,0,0,0,1,Low
40,17.9,65.3,0,0,0,0,231,0,1,12.5,0.7,12,6,0,10,9,0,7.5,53,25,74,5,2,9,0,30.0,0.037,2.3,0.216,0.0,0.25,26.0,-6.0,0,0,1,0,0,0,1,0,0,0,0,0,Medium
40,15.1,82.1,0,1,0,-1,383,3,2,14.8,7.4,14,7,49,13,12,1,6.2,30,15,138,7,3,9,0,27.9,0.46,4.61,0.423,0.186,0.44,4.0,-5.0,0,0,0,1,0,0,0,1,0,0,0,0,High
25,7.0,64.0,0,2,1,1,377,4,3,19.8,7.0,8,8,32,6,4,1,16.0,29,7,100,5,16,6,0,29.8,0.875,5.84,0.582,0.5,3.17,2.0,8.0,0,0,0,0,1,0,0,0,0,0,1,0,Low
41,12.7,100.0,2,0,0,0,436,1,5,23.4,3.2,8,7,0,6,7,0,6.5,70,24,191,1,8,5,0,24.7,0.234,8.96,0.312,0.073,1.87,41.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,Low
44,3.7,49.1,1,2,0,0,118,1,3,17.9,3.7,10,9,0,13,15,0,7.0,55,26,141,2,110,11,0,24.4,0.787,7.45,0.298,0.213,19.69,28.0,102.0,0,0,1,0,0,0,0,0,0,0,1,0,Medium
40,16.5,85.7,0,0,0,2,80,0,5,12.9,5.2,10,9,0,6,10,0,7.4,35,26,64,5,3,9,0,23.8,0.297,11.51,0.322,0.0,0.39,6.0,-5.0,0,0,1,0,0,0,0,0,1,0,0,0,Low
46,10.6,29.4,0,5,2,1,659,0,5,18.5,2.3,12,9,20,7,7,1,14.5,40,60,241,1,112,16,0,24.1,0.198,14.17,0.411,0.0,20.72,13.0,104.0,1,0,0,0,0,0,0,0,0,1,0,0,High
41,6.9,63.4,1,0,1,-1,75,0,3,17.4,6.9,8,5,0,11,12,0,7.0,18,28,132,7,92,11,0,23.5,0.873,7.45,0.757,0.0,16.01,-8.0,84.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
23,2.8,67.1,0,0,1,1,151,1,1,13.4,2.8,10,6,0,10,9,0,6.9,31,47,154,1,16,3,0,31.2,0.737,1.39,0.372,0.263,2.14,2.0,8.0,1,0,0,0,0,0,0,0,0,0,0,1,Medium
38,8.9,39.3,1,0,0,0,602,3,2,13.1,6.5,10,8,0,10,6,0,6.0,30,60,108,4,2,7,0,30.0,0.657,4.16,0.374,0.303,0.26,3.0,-6.0,0,0,1,0,0,0,1,0,0,0,0,0,Medium
35,3.1,44.2,0,0,0,0,496,2,4,19.3,1.6,8,7,0,11,10,0,6.0,58,26,123,2,2,9,0,30.7,0.39,9.21,0.306,0.488,0.39,32.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,Low
39,16.7,63.8,2,0,0,0,296,1,2,18.1,2.9,10,5,0,5,9,0,7.0,10,34,103,3,8,10,0,21.9,0.164,4.8,1.207,0.056,1.45,-17.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,Medium
30,2.1,18.1,2,0,1,2,353,4,2,17.8,2.1,12,7,33,13,16,1,11.2,21,15,303,4,88,13,0,31.5,0.677,5.28,0.685,1.29,15.66,-5.0,80.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
39,4.1,61.6,0,1,0,0,549,1,5,25.9,4.1,8,7,62,9,10,1,12.9,32,22,151,7,3,11,0,24.6,0.804,12.42,0.7,0.196,0.78,5.0,-5.0,0,1,0,0,0,0,0,0,0,1,0,0,Medium
54,23.4,22.4,1,0,0,0,338,0,5,13.4,1.9,12,6,0,11,4,0,6.0,58,32,117,5,3,9,0,21.3,0.078,11.51,0.213,0.0,0.4,32.0,-5.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
50,18.8,39.9,1,2,1,0,473,0,2,11.0,10.0,8,6,46,12,8,1,6.9,17,44,293,5,2,10,0,31.0,0.505,4.8,0.5,0.0,0.22,-9.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,High
30,6.7,11.2,0,0,0,1,224,2,1,28.6,5.0,10,7,0,7,11,0,6.9,38,18,151,2,158,9,0,24.3,0.649,2.3,0.665,0.26,45.19,11.0,150.0,0,0,0,0,0,1,1,0,0,0,0,0,Low
39,15.7,26.1,0,3,2,-2,642,1,3,15.1,11.6,12,6,24,12,8,1,6.0,37,18,95,7,8,21,0,23.5,0.695,9.27,0.36,0.06,1.21,11.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
28,9.2,77.6,1,0,2,-1,347,0,3,29.0,4.4,8,9,64,9,3,1,7.9,36,60,217,3,2,7,0,23.9,0.431,6.24,0.707,0.0,0.58,10.0,-6.0,0,0,0,0,1,0,0,1,0,0,0,0,High
35,3.0,14.3,0,2,3,-2,365,1,5,18.6,3.0,8,5,0,19,10,0,9.2,66,27,176,4,101,18,0,32.1,0.75,14.72,0.262,0.25,18.79,37.0,93.0,0,0,1,0,0,0,0,0,0,0,0,1,Medium
36,3.8,26.0,1,0,0,-1,274,4,1,19.7,3.8,10,7,0,12,4,0,9.0,10,26,271,2,16,6,0,24.0,0.792,1.95,1.313,0.833,3.15,-19.0,8.0,0,0,1,0,0,0,0,0,1,0,0,0,Low
34,3.0,80.2,1,0,0,0,73,0,2,13.9,3.0,12,9,54,8,9,1,11.5,24,16,90,6,8,13,1,31.0,0.75,5.28,0.479,0.0,1.11,-2.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,High
34,3.0,79.8,2,0,1,0,632,2,1,13.1,3.0,10,7,64,9,12,1,10.1,3,39,253,4,0,12,1,25.2,0.75,2.56,1.638,0.5,0.0,-24.0,-8.0,0,1,0,0,0,0,0,0,0,1,0,0,High
31,1.0,81.9,1,2,1,0,496,1,3,12.4,1.0,10,5,0,9,13,0,7.3,36,36,53,5,2,7,0,21.3,0.5,6.24,0.302,0.5,0.25,7.0,-6.0,0,1,0,0,0,0,0,0,0,0,0,1,Medium
33,8.0,62.7,2,1,0,0,474,0,3,28.8,8.0,10,7,17,14,9,1,6.0,26,29,40,4,1,12,0,28.5,0.889,7.69,0.929,0.0,0.29,0.0,-7.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
42,5.0,28.0,0,0,0,-1,450,4,5,17.4,5.0,10,7,37,6,11,1,11.9,68,22,70,8,83,24,0,30.2,0.833,16.09,0.238,0.667,14.44,42.0,75.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
52,13.6,9.0,0,1,0,1,639,0,3,14.6,3.5,10,5,0,11,6,0,6.0,24,32,58,3,4,9,0,23.3,0.24,6.91,0.503,0.0,0.58,-5.0,-4.0,0,1,0,0,0,0,0,0,1,0,0,0,Low
33,14.1,52.6,2,0,0,0,523,2,5,21.7,3.0,8,6,0,10,15,0,7.8,0,23,143,1,2,22,0,25.1,0.199,15.68,4.34,0.132,0.43,-29.0,-6.0,0,0,0,1,0,0,0,0,1,0,0,0,Medium
46,26.0,12.9,0,2,0,1,378,3,4,9.2,12.3,12,7,55,2,5,1,8.7,39,30,160,2,8,24,0,32.4,0.456,12.88,0.209,0.111,0.74,13.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,High
42,12.6,86.4,1,2,0,-1,481,0,4,26.2,4.9,12,8,28,8,9,1,8.5,29,34,110,1,0,18,1,37.9,0.36,11.78,0.771,0.0,0.0,2.0,-8.0,0,0,1,0,0,0,0,0,0,1,0,0,High
34,13.3,100.0,2,0,0,0,605,1,3,30.1,13.3,14,6,0,10,6,0,6.0,58,18,112,6,8,14,0,30.6,0.93,8.12,0.478,0.07,2.41,31.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,Medium
38,4.1,85.6,2,0,0,0,657,1,5,15.5,1.2,10,7,15,6,7,1,11.5,57,20,79,2,1,14,0,25.2,0.235,13.54,0.25,0.196,0.16,31.0,-7.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
32,8.2,90.6,1,0,0,0,232,0,2,17.5,3.3,10,6,0,13,7,0,7.1,18,39,99,1,55,11,0,24.4,0.359,4.97,0.761,0.0,9.62,-11.0,47.0,0,1,0,0,0,0,0,0,1,0,0,0,Medium
48,7.9,82.1,0,0,0,-1,630,1,2,13.5,6.7,10,7,0,7,7,0,7.3,0,30,89,4,134,17,0,29.8,0.753,5.78,2.7,0.112,18.09,-26.0,126.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
34,13.2,99.8,2,1,2,1,364,2,4,6.7,3.2,14,7,0,12,7,0,6.4,15,30,156,1,8,4,0,29.4,0.225,6.44,0.335,0.141,0.54,-12.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,Medium
39,8.0,94.0,2,0,0,0,498,2,4,23.8,2.0,10,4,34,8,4,1,6.0,32,23,133,8,1,18,0,30.6,0.222,11.78,0.643,0.222,0.24,6.0,-7.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
34,2.9,81.9,0,1,0,1,196,1,3,16.2,2.9,12,6,0,11,13,0,8.0,0,60,152,1,4,9,1,21.2,0.744,6.91,3.24,0.256,0.65,-26.0,-4.0,0,0,1,0,0,0,0,1,0,0,0,0,High
42,10.1,62.6,1,0,1,2,192,0,3,14.8,2.9,10,8,0,12,8,0,6.0,38,11,209,7,8,12,0,32.4,0.261,7.69,0.344,0.0,1.18,9.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,Low
29,8.8,78.4,1,5,0,0,420,0,2,15.5,4.5,14,7,22,6,10,1,7.3,0,17,145,3,1,14,0,24.4,0.459,5.42,3.1,0.0,0.16,-29.0,-7.0,0,0,0,0,0,1,0,0,0,0,0,1,Medium
48,17.3,15.8,0,2,0,0,443,1,4,19.8,10.7,10,9,0,9,4,0,8.3,0,23,108,5,158,5,1,18.8,0.585,7.17,3.96,0.055,31.28,-26.0,150.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
30,9.3,61.6,0,0,2,-1,526,0,1,9.9,5.2,8,8,32,13,10,1,7.7,31,60,100,3,2,20,0,18.9,0.505,3.04,0.275,0.0,0.2,5.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,High
43,9.0,44.2,4,1,0,0,411,0,5,14.6,9.0,12,8,0,8,8,0,6.0,45,39,145,2,1,8,0,22.9,0.9,10.99,0.292,0.0,0.15,19.0,-7.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
49,7.0,80.4,0,0,1,-1,136,0,2,18.8,3.9,12,8,47,4,6,1,6.6,0,13,132,5,8,4,0,21.3,0.488,3.22,3.76,0.0,1.5,-29.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,Medium
39,12.2,97.7,1,2,2,-1,328,1,2,26.0,5.3,10,9,0,11,6,0,6.8,0,24,129,3,2,17,0,24.7,0.402,5.78,5.2,0.076,0.52,-27.0,-6.0,0,0,0,0,1,0,0,0,0,1,0,0,Medium
28,6.1,8.6,2,1,0,0,488,0,4,19.8,3.5,12,6,0,8,11,0,6.0,58,48,98,3,8,11,0,18.8,0.493,9.94,0.314,0.0,1.58,32.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
43,7.1,37.8,1,0,0,0,278,3,4,17.1,4.2,8,6,0,11,10,0,6.7,33,31,50,1,136,9,0,29.4,0.519,9.21,0.45,0.37,23.26,4.0,128.0,0,0,1,0,0,0,0,0,0,0,0,1,Low
22,1.0,31.6,0,0,0,-1,328,2,1,14.1,1.0,12,7,35,9,9,1,6.0,10,43,60,0,94,6,0,30.7,0.5,1.95,0.94,1.0,13.25,-19.0,86.0,1,0,0,0,0,0,0,0,1,0,0,0,Medium
32,9.0,36.8,2,0,1,-1,309,1,3,18.2,9.0,14,8,0,7,6,0,6.0,55,22,81,3,2,8,0,29.2,0.9,6.59,0.303,0.1,0.36,28.0,-6.0,0,0,0,1,0,0,1,0,0,0,0,0,Low
33,5.0,8.9,0,1,0,-1,638,2,3,13.6,5.0,10,10,0,17,15,0,6.5,54,19,105,5,1,23,0,22.1,0.833,9.53,0.231,0.333,0.14,25.0,-7.0,0,0,1,0,0,0,0,0,0,0,0,1,Medium
32,6.0,8.7,0,2,1,-1,265,1,1,24.4,0.7,10,7,0,12,13,0,6.0,66,19,91,3,8,6,0,20.3,0.1,1.95,0.344,0.143,1.95,40.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
34,3.2,18.5,2,0,0,0,109,1,2,13.9,2.5,12,5,0,10,10,0,6.0,0,48,158,4,2,15,0,22.8,0.595,5.55,2.78,0.238,0.28,-26.0,-6.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
24,4.9,17.6,4,4,0,1,377,1,2,31.2,4.9,10,7,0,7,11,0,6.0,66,30,73,0,0,7,0,30.0,0.831,4.16,0.439,0.169,0.0,39.0,-8.0,0,0,1,0,0,0,1,0,0,0,0,0,Medium
47,14.3,87.7,2,0,0,2,128,1,3,7.3,6.8,10,8,0,7,11,0,7.7,43,19,177,5,1,10,0,33.3,0.444,7.19,0.152,0.065,0.07,14.0,-7.0,0,1,0,0,0,0,0,0,0,0,0,1,Medium
35,4.1,83.9,1,3,1,2,523,2,2,21.8,4.1,10,8,0,11,11,0,6.0,0,31,112,2,80,14,0,28.2,0.804,5.42,4.36,0.392,17.44,-27.0,72.0,0,1,0,0,0,0,1,0,0,0,0,0,Medium
33,3.0,77.4,0,0,0,0,270,2,4,27.4,3.0,16,5,64,9,7,1,10.0,0,60,85,2,0,7,0,30.8,0.75,8.32,5.48,0.5,0.0,-26.0,-8.0,0,1,0,0,0,0,0,1,0,0,0,0,High
41,11.8,98.8,1,3,1,-2,108,1,1,9.7,7.1,10,8,52,7,10,1,7.5,62,49,231,2,2,10,0,24.3,0.555,2.4,0.145,0.078,0.19,36.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,High
33,3.1,77.0,0,0,2,0,54,2,4,23.7,3.1,8,8,0,9,11,0,6.3,71,16,54,2,70,1,0,25.8,0.756,2.77,0.312,0.488,16.59,45.0,62.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
30,1.9,66.7,2,0,1,-2,603,0,5,10.4,1.9,8,9,0,10,10,0,6.1,58,26,48,5,129,16,0,31.4,0.655,14.17,0.165,0.0,13.42,31.0,121.0,0,0,0,0,0,1,1,0,0,0,0,0,Low
47,18.7,57.9,0,5,0,0,494,0,5,16.7,1.5,10,10,0,6,13,0,6.0,16,46,152,3,153,10,0,29.7,0.076,11.99,0.795,0.0,25.55,-10.0,145.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
36,16.5,13.9,3,2,0,0,479,1,4,23.1,1.2,10,8,0,15,7,0,6.0,7,60,145,0,129,11,0,18.9,0.069,9.94,1.925,0.057,29.8,-19.0,121.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
34,3.0,32.9,0,1,0,-1,384,3,4,23.3,2.2,14,7,0,12,10,0,8.3,0,40,99,0,108,24,0,28.5,0.55,12.88,4.66,0.75,25.16,-27.0,100.0,0,1,0,0,0,0,1,0,0,0,0,0,High
46,11.9,15.2,0,0,0,0,619,0,4,24.9,7.9,8,5,21,12,8,1,12.6,50,30,120,5,112,5,0,24.9,0.612,7.17,0.453,0.0,27.89,24.0,104.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
24,6.0,74.3,1,0,1,-1,363,2,1,16.7,4.5,16,6,0,9,12,0,7.1,0,36,90,5,134,11,0,19.3,0.643,2.48,3.34,0.286,22.38,-26.0,126.0,0,1,0,0,0,0,0,1,0,0,0,0,High
47,5.6,44.0,0,1,0,0,516,2,5,14.3,5.6,12,6,0,6,8,0,7.0,38,31,65,1,146,10,1,24.3,0.848,11.99,0.333,0.303,20.88,12.0,138.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
39,17.8,60.0,0,0,0,-2,384,0,2,13.1,4.9,14,6,0,8,15,0,8.0,19,31,75,2,33,5,0,31.4,0.261,3.58,0.546,0.0,4.32,-8.0,25.0,0,0,1,0,0,0,0,0,0,0,1,0,Medium
31,2.0,19.2,1,0,0,0,182,1,4,20.0,2.0,12,8,0,9,8,0,6.0,2,34,136,4,87,5,0,36.7,0.667,7.17,2.857,0.333,17.4,-24.0,79.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
